微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KlnHIBp6G,#雅思# 在#雅思口语# 当中，常常需要形容自己的朋友（或者其他角色，会举一反三的你们懂的！），你知道怎样用英文形容自己的朋友吗？关于朋友的10个优点和10个缺点，小本本记下来哦！ 今天我们再来看看Noelia 和Yuna对话，一起总结下她们讨论的优点和缺点都用了哪些和你所使用的不一样的表达呢？网页链接             [组图共2张]      原图                             ,"http://ww2.sinaimg.cn/large/68ffa517gy1grr6j6w8t3j20j60j60vc.jpg,http://ww2.sinaimg.cn/large/68ffa517gy1grr6ix5dlij20j60j60v4.jpg",无,2021-06-22 18:46,微博 weibo.com,3,0,0
KlneVcuEz,#英语# 英语里一些特别的固定搭配你知道么：developing films冲洗胶卷；you gave me a start 你吓了我一跳。start是动词startle“惊吓”的名词形式 (不是“你给了我开始”)。the game end up in a tie。比赛以平局收场。(不是“用领带结束”)雅思最佳听力训练新剧集上新喽，快来听听看这集内容吧，本期内容：宠物、德罗巴，以及大家常常混淆的规则和不规则动词👉网页链接                  原图                             ,http://wx1.sinaimg.cn/large/68ffa517gy1grr6f4xrq6j20j60crt99.jpg,无,2021-06-22 17:35,微博 weibo.com,4,1,0
Kleb8nHVc,#英语# #夏至未至##   今日是夏至，大家记得吃面哦！当然夏至的表达大家也要先学会：Summer Solstice 夏至这几日，全国就像下火了一般炎热，就连英国的夏天也多炎热，但是从来不缺少有意思的户外运动消除暑意，你知道什么是 ‘Thunder in the Glens’ 吗？快在评论区告诉小编吧！它是每逢夏天在高地小村庄的组织的有趣活动，戳文章你就有答案了！网页链接                  原图                             ,http://wx1.sinaimg.cn/large/68ffa517gy1grq1ghc1ejj20j60csaaj.jpg,无,2021-06-21 18:31,微博 weibo.com,2,0,0
Kle7Tb7HP,#萌娃养成记## 英文睡前故事来了！今天听一听波特小姐的成长故事吧。或许我们可以从上个世纪的贵族教育中，学到一些对生活的态度和启发。据说，波特小姐还有一本秘密的日记，根据秘密日记的记载，1893年9月的一天，波特小姐发现了一种非常罕见的真菌——“森林老人”，并画下样本。今天一起看看波特小姐手下的“森林老人”是什么吧？网页链接 LearnEnglish的微博视频                                 ,无,无,2021-06-21 18:23,微博视频号,6,2,1
KldYyCHSo,#英语学习# 哈里波特迷看过来！今天主页君带你去Leadenhall Market看看——就是哈里波特电影里面巫师们去买东西的取景地。听说你如果走过这里，魔法就会在你身上发生哦！戳这里：网页链接  原图 ,http://wx1.sinaimg.cn/large/68ffa517gy1grq0qu2hqij20xm0u0x6r.jpg,无,2021-06-21 18:00,微博 weibo.com,0,0,1
KldMnzob1,#儿童节# 有可可爱爱的英文小故事，每天都是儿童节！我们最新的Games也上线啦，趣味学英语！和我们可爱的Dino狗狗一起长知识吧，今天的主题是交通安全常识，看看Dino都带给我们什么实用的英语小知识吧？戳连接玩转学习网页链接 LearnEnglish的微博视频  ,无,无,2021-06-21 17:30,微博视频号,3,1,3
KkMDOevRx,#每日一测# 下列哪个中的短语有“加倍努力，加紧工作”的意思？了解地道英式表达，戳这里学习👉网页链接   We need to _____ and finish our group project report! It’s due in on Monday. 加倍努力，如何表达？  ,无,无,2021-06-18 20:24,iPhone客户端,18,1,1
KkMs3BMnm,#雅思[超话]## 之don‘t get tricked!在英语中，介词虽然是种小词，但在作用和运用上的复杂性却不可小看呢。当长相相似或表达相同意思的介词却在用法上千差万别~比如，into VS in to，among VS between...戳图看看差别和例句啦网页链接   原图 ,http://wx3.sinaimg.cn/large/68ffa517ly1grmo1fsbfcj20j71l4qbd.jpg,无,2021-06-18 19:55,iPhone客户端,1,0,1
KkJNm05Io,"#英语###mooc# 【雅思官方备考课程又来啦！】宅家备考，即使如此仍能高效学习。三周时间，每周三小时，为你磨出各国口音都不怕的""顺风耳""！！！雅思专家亲自指导，而且课程还是免费的！除了听力，现在由Experttracks提供的《雅思官方：听、说、读、写》全科都已上线，让你复习雅思一科都不拉！由雅思官方机构英国大使馆文化教育协会开设，上一期课程吸引了全球近四十万人报名，新一轮课程今天开始，烤鸭们别错过：网页链接                  原图                             ",http://wx3.sinaimg.cn/large/68ffa517gy1grmc662d50j20wt09ytrp.jpg,无,2021-06-18 13:10,微博 weibo.com,1,0,0
KkDDb1LNr,#英语超话# 职场上我们都在用邮件进行沟通、跟进项目、解决问题等，如何用英文写出正式，条理清楚、书写规范的邮件呢？网页链接 LearnEnglish的微博视频  ,无,无,2021-06-17 21:28,微博视频号,0,2,0
KkDzs0CeB,"#英语# #英语语法# 我们经常会用""撇”表示缩写，比如：It's raining. (It's = It is)Don't worry, it won't rain. (Don't = Do not; won't = will not)She can't drive because she's broken her leg. (can't = cannot; she's = she has)I'd like a coffee, please. (I'd = I would)You'll be fine. (You'll = You will)再来说说's的用法，单数或复数如何用's:Marie's mother is going to Hong Kong.The People's Republic of China当复数名词以 s 结尾时，我们将撇号放在 s (s') 之后This is a picture of my parents' house.Our friend's new car is red. She just got it yesterday.Our friends' new car is red. They just got it yesterday.来做3个小测试看看你是否已经掌握了它的用法，点击下面链接完成完整的测试吧。网页链接             [组图共3张]      原图                             ","http://ww1.sinaimg.cn/large/68ffa517ly1grlksq186dj20bn0880st.jpg,http://ww4.sinaimg.cn/large/68ffa517ly1grlkspz6uaj20d409sdg1.jpg,http://ww1.sinaimg.cn/large/68ffa517ly1grlkspzoltj20c107t0st.jpg",无,2021-06-17 21:19,微博 weibo.com,2,0,0
KkBeo9gs5,#英语超话# 提高词汇量只要3招就能搞定：1. 从自己感兴趣的领域、话题学习相关的词汇，比如歌词，电影。记住一点make it fun. 2. 养成写单词日记的好习惯，只需要写下单词意思，发音和例句3. 经常使用它网页链接 LearnEnglish的微博视频  ,无,无,2021-06-17 15:21,微博视频号,3,2,0
KkB5a0x5V,#英语# 备考神器: EnglishScore Tutor口语练习，和官方专家一对一线上练习，获得导师及时反馈，有效提升考试成绩。首节9元，多种课时包现在订购将获得额外免费课时，免费获得更多与导师练习的机会。网页链接  原图 ,http://wx4.sinaimg.cn/large/68ffa517ly1grl9tuq76gj20tk0gyq43.jpg,无,2021-06-17 14:59,微博 weibo.com,1,0,0
KktOybFIn,#雅思[超话]# #英语口语[超话]# 【不知不觉提高英语口语小秘密之日常礼貌用语part 3】 来到英国后大家会发现，英式英语有着自己的语言表达逻辑及其背后的文化背景。忽略了特定文化背景的英语表达可能会听起来比较生硬，严重时还会造成不必要的误会。今天，我们就结合大家在英国生活中经常使用的表达，来和大家分享如何更礼貌地用英语沟通和交流。网页链接             [组图共2张]      原图                             ,"http://ww4.sinaimg.cn/large/68ffa517gy1grkbh4sw2wj20j60k0taz.jpg,http://ww3.sinaimg.cn/large/68ffa517gy1grkbh4q3vzj20j60jcdhq.jpg",无,2021-06-16 20:29,微博 weibo.com,2,2,1
KktHEfXIq,#雅思[超话]# #英语口语[超话]# 【不知不觉提高英语口语小秘密之日常礼貌用语part 2 】------- 这样的说话技巧不仅不失风度，还非常礼貌得体。一起来看看第二种Tentative的使用方法。 网页链接  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/68ffa517gy1grkbdtilajj20j60nntbx.jpg,http://ww4.sinaimg.cn/large/68ffa517gy1grkbdtdihuj20j60rvju4.jpg",无,2021-06-16 20:12,微博 weibo.com,4,0,0
KktjigZbU,"#雅思# ##英语口语[超话]# 不知不觉提高英语口语小秘密之日常礼貌用语part 1 ------- 原来""Please give me a cup of tea"" 超级没礼貌！导致这种尴尬的局面常常是误解，并非是我们不讲礼貌。要怎样优雅表达，使对方对你的好感+1+1+1+1+1.....一起看看。网页链接  [组图共4张] 原图 ","http://ww2.sinaimg.cn/large/68ffa517gy1grkbbcfqcpj21900u04qu.jpg,http://ww4.sinaimg.cn/large/68ffa517gy1grkbb6k7o6j20j60gaq4d.jpg,http://ww2.sinaimg.cn/large/68ffa517gy1grkbbtm00qj20j60ke40s.jpg,http://ww1.sinaimg.cn/large/68ffa517gy1grkbb6kq69j20j60o4tbd.jpg",无,2021-06-16 19:12,微博 weibo.com,4,0,0
Kkkswb38N,#英语口语[超话]##  开始一件事情最好的时机是什么时候？现在！！学习英语也是如此，试试#雅思#进阶备考神器#EnglishScore Tutors#吧，由英国文化教育协会导师提供一对一在线辅导，帮助学生制定个性化学习方案，可以每节课解锁一个新领域，也可以在同一个领域内持续获得新知识。细致的实时反馈特别适合提升口语和听力、重点提升弱项。无需下载，三步即可完成 #EnglishScore Tutors#报名：创建用户、选择导师，选择时间并且预定课程。第一节课只需9元，现在就占座吧！网页链接                  原图                             ,http://wx1.sinaimg.cn/large/68ffa517gy1grj3ulwiwjj20j60j6ta6.jpg,无,2021-06-15 20:40,微博 weibo.com,1,0,1
KkjFOhua4,#英语# 用英文写邮件表达自己的请求和要求是在工作以至于在海外留学时必备沟通技巧。如果在邮件中想要用简短的语言表达自己的目的却不失礼貌这就有点挑战了！看看这样的邮件的写作tips都有哪些，快来点击链接将有更多Tips和邮件模板供参考网页链接清晰的邮件包含以下：1.写邮件的原因2.问题的本质或是属于哪类的问题3.想要实现的结果4. 表达如有不便之处还请原谅                  原图                             ,http://wx1.sinaimg.cn/large/68ffa517gy1grj3azlu81j20i80aa3yt.jpg,无,2021-06-15 18:40,微博 weibo.com,3,1,0
KkjmAsHrc,"#雅思[超话]###英语[超话]##  刚刚向大家介绍了书写商务邮件的注意事项，是不是觉得写商务邮件紧张兮兮的，让我们一起看个轻松的：Tommy准备给好朋友写邮件，完成下面的填空题学会这些邮件金句吧，还有更多有趣实用的邮件用语在这里哦 网页链接𝗪𝗿𝗶𝘁𝗲 𝗼𝗻𝗲 𝘄𝗼𝗿𝗱 𝘁𝗼 𝗳𝗶𝗹𝗹 𝗲𝗮𝗰𝗵 𝗴𝗮𝗽.1. Sorry I haven’t been …… touch for such a long time.2. I’ve been meaning to write to you …… ages.3. How did your exams …… ?4. Anyway, I’d better …… back to work.5. We really need a good catch …… !                  原图                             ",http://wx1.sinaimg.cn/large/68ffa517gy1grj3lgmkj3j20j60cs0tl.jpg,无,2021-06-15 17:52,微博 weibo.com,1,0,0
Kkjhshpnu,"#英语#  Quiz time！ 一起来猜猜这个口语常用词语是什么意思吧？A: Have you got your tickets for the big concert next week?B: No, I missed the boat. I'm so annoyed!小伙伴心里有答案了吗？miss the boat是什么意思呢？快快告诉小编！ 更多英语知识看这里喔网页链接  原图 ",http://wx2.sinaimg.cn/large/68ffa517gy1grj31rvwm4j20go0abgmp.jpg,无,2021-06-15 17:40,微博 weibo.com,3,0,2
Kk1akokEy,#雅思托福口语精华###晚安# 把端午节叫 「Duanwu Festival」不行，不够地道！这个说法本身没有问题，不过说给外国人听人家就不一定明白了，更加常用且地道的表达方式是：【Dragon Boat Festival】节假日大家用的最多的就是holiday和vacation这两个词了，不过具体的使用区别老师在这里给大家解答一下。holiday 指的是那些节庆放的法定假日。比如说像中秋节、端午节或者元宵节，除了 festival 以外你也可以用 holiday 来表达！a period of time when you are not at work or schoolvacation 指的是停止工作或读书的假期（无天数限制），比如常说的暑假寒假：summer/winter vacation。a period of time spent travelling or resting away from home                  原图                             ,http://wx2.sinaimg.cn/large/68ffa517gy1gre4y4h2jfj20j60csaaj.jpg,无,2021-06-13 19:33,微博 weibo.com,1,0,1
KjRltyjec,#雅思# #神器# 考试在即，切记抓紧练习[擠眼]来试试#英语进阶# 备考神器吧 英国文化教育协会 EnglishScore Tutor不仅能帮你锻炼口语，还能帮你get英语面试技巧，掌握各类写作的写作要点。和官方专家一对一线上练习，获得及时反馈。报名注册请点击网页链接  原图 ,http://wx2.sinaimg.cn/large/68ffa517gy1gre4v941bnj20j60j6ta6.jpg,无,2021-06-12 18:33,微博 weibo.com,0,0,0
KjJuowzRd,#冷笑话# #英语# 主页君又在睡前给大家带来了冷笑话！提问：Why did the computer squeak? 要带着微笑去睡觉哦! 明天又是新的一天啦！看答案戳这里 网页链接  原图 ,http://wx3.sinaimg.cn/large/68ffa517gy1grd8gkl6mwj207304qt9z.jpg,无,2021-06-11 22:33,微博 weibo.com,1,0,0
KjHwD5DJm,"#英语# #少儿# 食物的可数与不可数，是不是经常傻傻分不清楚？Kitty说的some cheeses, some pasta都不太对，奶奶是如何教她的呢？今天我们一起和Kitty学语法，看看哪些食物是可数的哪些是不可数的？原文文稿看这里哦网页链接在Grammar语法视频教学系列中，您可以观看Gran帮助Kitty了解如何使用英语语法，学习语法基本知识。 LearnEnglish的微博视频                                 ",无,无,2021-06-11 17:33,微博视频号,5,4,0
